,train_loss,val_loss,l2sum,deltaphi,deltaeta,deltaR,mt,norm_mt,mass,pt,eta,phi,px,py,pz,energy
37,2114.02770421875,1825.9361572265625,0.8923087522562128,1.045719027519226,0.9715476036071777,0.8890840411186218,1892.3277587890625,0.21577435731887817,2927.12353515625,2022.7196044921875,1.124353289604187,3.914501428604126,5504.1640625,5750.35791015625,3098.846435546875,2533.470458984375
38,1990.8171126171876,1714.9501953125,0.9015478515357245,1.1173171997070312,0.9725658893585205,0.8884223103523254,1861.9700927734375,0.17501473426818848,2766.96728515625,2017.088623046875,1.1802040338516235,3.8195722103118896,5489.34423828125,5771.435546875,2484.305908203125,1895.0872802734375
39,1908.1494248046874,1836.7962646484375,0.9110712675028481,0.963535726070404,1.0129262208938599,0.9295291900634766,1867.4505615234375,0.12340660393238068,2873.478515625,1920.4622802734375,1.0761802196502686,3.6451172828674316,5499.8095703125,5741.2626953125,3438.853759765625,2529.281982421875
40,2049.3626558984374,1907.5992431640625,0.9216284418653231,1.1132149696350098,1.043967843055725,0.9359124898910522,1921.52587890625,0.32159557938575745,2973.96630859375,2060.543701171875,1.3016715049743652,3.9803433418273926,5488.228515625,5746.94287109375,3583.184326171875,3015.70166015625
41,1903.6242840234374,1744.9742431640625,0.9388638699310832,0.9055109024047852,1.1042689085006714,0.8678814768791199,1876.76025390625,0.19006912410259247,2666.4189453125,1945.9024658203125,0.9881620407104492,3.7932467460632324,5511.47998046875,5736.5205078125,2591.244873046875,2348.48876953125
42,1854.8049954296876,1674.033203125,0.9515660162724089,0.8746395111083984,0.7397884130477905,0.7362219095230103,1857.0352783203125,0.10519425570964813,2490.460205078125,1966.3271484375,0.9656543135643005,3.4584367275238037,5492.775390625,5727.93798828125,2329.732177734375,1891.2840576171875
43,1829.434484609375,2014.345458984375,0.9590731282660272,0.8520578145980835,0.8134063482284546,0.8089144229888916,1905.6396484375,0.141433984041214,2750.356689453125,2026.00830078125,0.9470157027244568,3.6986396312713623,5508.73779296875,5752.56884765625,4359.90234375,3876.016357421875
44,1829.541262734375,1734.685302734375,0.9684047494083643,0.8439893126487732,0.7276400923728943,0.7508623600006104,1908.5394287109375,0.09291164577007294,2636.339599609375,1940.033935546875,0.9855021834373474,3.6322405338287354,5509.50537109375,5731.6845703125,2733.423583984375,2084.3486328125
45,1832.469449453125,1622.551025390625,0.9772199400758836,0.8086521625518799,0.7932981252670288,0.7747078537940979,1839.1444091796875,0.06898736953735352,2353.61376953125,1942.1826171875,0.9699078798294067,3.7432656288146973,5505.60986328125,5730.421875,2089.513916015625,1625.5194091796875
46,1860.877324296875,1823.509033203125,0.9908614340238273,0.8731056451797485,0.7994775176048279,0.7630115151405334,1887.7891845703125,0.07359077781438828,2611.492919921875,1925.5875244140625,0.9139665365219116,3.6022186279296875,5507.6796875,5745.162109375,3137.453857421875,2883.42822265625
47,1772.152384140625,1785.6383056640625,1.00079609270324,0.9205131530761719,0.7516090869903564,0.7631345987319946,1892.03369140625,0.09643901884555817,2881.489013671875,1901.486572265625,0.9214347004890442,3.673715353012085,5532.11279296875,5709.83349609375,3087.518310546875,2201.69873046875
48,1846.7696917578126,1634.184326171875,1.013665994280018,0.7993787527084351,0.6657958030700684,0.7022310495376587,1837.0859375,0.07408129423856735,2337.691162109375,1944.2530517578125,0.8873786926269531,3.537513256072998,5490.23974609375,5722.3251953125,2005.268310546875,1900.8646240234375
49,1816.9784512109375,1595.5357666015625,1.0286176456720568,0.8127410411834717,0.6762738823890686,0.6553712487220764,1845.9276123046875,0.050550736486911774,2262.275634765625,1992.31982421875,0.882983386516571,3.5101773738861084,5492.23681640625,5743.31787109375,1776.732421875,1622.568603515625
50,1755.2709891015625,1749.3916015625,1.0393886012025177,0.807851254940033,0.6096388697624207,0.6411153674125671,1865.2723388671875,0.03544982150197029,2504.49853515625,1984.369384765625,0.901965320110321,3.6594231128692627,5532.2548828125,5755.3271484375,2830.3642578125,2263.349365234375
